bhk,area_sqft,locality,furnishing,status,price_rupees,price_per_sqft
2,1285.0,Bopal,Furnished,Ready To Move,5800000.0,4513.62
2,1045.0,Paldi,Semi-Furnished,Ready To Move,8500000.0,8133.97
3,1260.0,Bodakdev,Furnished,Ready To Move,9500000.0,7539.68
3,1845.0,Tragad,Furnished,Under Construction,8200000.0,4444.44
3,1414.0,Khokhra,Semi-Furnished,Ready To Move,7600000.0,5374.82
3,2295.0,Motera,Unfurnished,Under Construction,10800000.0,4705.88
2,667.0,Shela,Furnished,Under Construction,5100000.0,7646.18
2,720.0,Jagatpur,Furnished,Ready To Move,5500000.0,7638.89
2,1305.0,Gota,Furnished,Ready To Move,7000000.0,5363.98
3,864.0,Bopal,Furnished,Ready To Move,8500000.0,9837.96
3,858.0,Jagatpur,Furnished,Under Construction,9100000.0,10606.06
2,763.0,Motera,Furnished,Ready To Move,6700000.0,8781.13
2,1305.0,Memnagar,Furnished,Ready To Move,6000000.0,4597.7
3,1260.0,Vastrapur,Furnished,Ready To Move,9500000.0,7539.68
3,750.0,Vasna,Furnished,Ready To Move,7500000.0,10000.0
2,1152.0,Chanakyapuri,Furnished,Ready To Move,6300000.0,5468.75
3,1550.0,Shantipura,Furnished,Ready To Move,6200000.0,4000.0
3,769.0,Vaishnodevi,Furnished,Ready To Move,8500000.0,11053.32
3,1017.0,Shilaj,Furnished,Ready To Move,7600000.0,7472.96
3,2070.0,Nikol,Furnished,Ready To Move,9700000.0,4685.99
2,918.0,Tragad,Furnished,Ready To Move,6500000.0,7080.61
2,775.0,Thaltej,Furnished,Ready To Move,7400000.0,9548.39
2,1188.0,Naroda,Furnished,Ready To Move,5800000.0,4882.15
3,1161.0,Tragad,Furnished,Ready To Move,8600000.0,7407.41
2,1200.0,Bopal,Furnished,Under Construction,6500000.0,5416.67
3,828.0,Chandkheda,Furnished,Ready To Move,8100000.0,9782.61
3,721.0,Vaishnodevi,Furnished,Ready To Move,7150000.0,9916.78
2,1368.0,Gota,Semi-Furnished,Ready To Move,5600000.0,4093.57
3,1500.0,Kathwada,Semi-Furnished,Ready To Move,6000000.0,4000.0
3,1140.0,Khokhra,Furnished,Ready To Move,5500000.0,4824.56
3,1566.0,Zundal,Semi-Furnished,Ready To Move,6390000.0,4080.46
3,1710.0,New Naroda,Furnished,Ready To Move,6200000.0,3625.73
3,968.0,Ambli,Furnished,Under Construction,8300000.0,8574.38
3,1760.0,Shela,Furnished,Under Construction,5900000.0,3352.27
2,1350.0,Vaishnodevi,Furnished,Ready To Move,7200000.0,5333.33
2,1215.0,Gota,Semi-Furnished,Ready To Move,8500000.0,6995.88
3,1730.0,Jagatpur,Furnished,Ready To Move,10000000.0,5780.35
3,850.0,Bopal,Furnished,Ready To Move,7700000.0,9058.82
2,864.0,Maninagar,Semi-Furnished,Ready To Move,5800000.0,6712.96
3,1600.0,Bopal,Furnished,Ready To Move,9000000.0,5625.0
3,1260.0,Gota,Furnished,Ready To Move,8000000.0,6349.21
2,650.0,Ambawadi,Furnished,Ready To Move,6500000.0,10000.0
3,1557.0,Chandkheda,Semi-Furnished,Ready To Move,6600000.0,4238.92
2,850.0,Bopal,Furnished,Ready To Move,7000000.0,8235.29
2,1431.0,Tragad,Furnished,Ready To Move,6900000.0,4821.8
3,1786.81,Memnagar,Furnished,Ready To Move,8200000.0,4589.19
3,1500.0,Naroda,Semi-Furnished,Ready To Move,7000000.0,4666.67
2,971.0,Motera,Semi-Furnished,Ready To Move,6700000.0,6900.1
2,1359.0,Gota,Furnished,Ready To Move,6500000.0,4782.93
2,950.0,Makarba,Semi-Furnished,Ready To Move,6500000.0,6842.11
3,1253.0,Nikol,Semi-Furnished,Ready To Move,10500000.0,8379.89
3,1089.0,Thaltej,Furnished,Ready To Move,6800000.0,6244.26
2,1377.0,Vasna,Furnished,Ready To Move,8300000.0,6027.6
3,810.0,Shela,Semi-Furnished,Ready To Move,7000000.0,8641.98
2,1192.0,Chandkheda,Unfurnished,Ready To Move,6200000.0,5201.34
3,1100.0,Chandkheda,Furnished,Ready To Move,9500000.0,8636.36
3,1458.0,Shela,Furnished,Ready To Move,7500000.0,5144.03
2,1285.0,Shilaj,Unfurnished,Ready To Move,7200000.0,5603.11
3,1845.0,Vasna,Semi-Furnished,Ready To Move,10000000.0,5420.05
2,906.0,Bopal,Semi-Furnished,Ready To Move,6200000.0,6843.27
2,1413.0,Vastral,Furnished,Ready To Move,6000000.0,4246.28
3,1890.0,Nana Chiloda,Furnished,Ready To Move,8000000.0,4232.8
3,1001.0,Navrangpura,Furnished,Ready To Move,7000000.0,6993.01
3,1504.0,Shela,Unfurnished,Ready To Move,6800000.0,4521.28
3,1300.0,Naroda,Furnished,Ready To Move,8500000.0,6538.46
3,1700.0,Ranip,Furnished,Ready To Move,8400000.0,4941.18
3,1935.0,Chandkheda,Furnished,Ready To Move,8500000.0,4392.76
3,1750.0,Ambli,Furnished,Under Construction,8800000.0,5028.57
2,560.0,Ambawadi,Furnished,Ready To Move,7000000.0,12500.0
2,1404.0,Chanakyapuri,Furnished,Ready To Move,8500000.0,6054.13
3,930.0,Kathwada,Semi-Furnished,Ready To Move,6400000.0,6881.72
2,1425.0,Chanakyapuri,Semi-Furnished,Ready To Move,8600000.0,6035.09
3,1550.0,Shela,Unfurnished,Under Construction,7200000.0,4645.16
3,1670.0,Ranip,Furnished,Ready To Move,7500000.0,4491.02
2,1236.0,Paldi,Furnished,Ready To Move,8200000.0,6634.3
2,1113.0,Bopal,Furnished,Ready To Move,6700000.0,6019.77
3,1485.0,Tragad,Semi-Furnished,Ready To Move,7000000.0,4713.8
2,1215.0,Sanand,Furnished,Ready To Move,5600000.0,4609.05
2,1215.0,Nava Vadaj,Semi-Furnished,Ready To Move,6700000.0,5514.4
3,1179.0,Sg Highway,Furnished,Ready To Move,9850000.0,8354.54
3,646.0,Vastral,Furnished,Under Construction,5700000.0,8823.53
2,1242.0,Nikol,Furnished,Ready To Move,6500000.0,5233.49
3,1800.0,Chharodi,Furnished,Ready To Move,9500000.0,5277.78
2,1260.0,Maninagar,Furnished,Ready To Move,7200000.0,5714.29
3,1470.0,Sanand,Unfurnished,Under Construction,5900000.0,4013.61
3,1422.0,New Naroda,Furnished,Ready To Move,5500000.0,3867.79
3,850.0,Shela,Semi-Furnished,Ready To Move,7500000.0,8823.53
3,831.0,Shela,Furnished,Ready To Move,5990000.0,7208.18
3,925.7,Ranip,Furnished,Ready To Move,9900000.0,10694.66
2,1260.0,Bopal,Semi-Furnished,Ready To Move,7200000.0,5714.29
2,1485.0,Jodhpur,Semi-Furnished,Ready To Move,11000000.0,7407.41
3,1880.0,Bopal,Furnished,Ready To Move,8000000.0,4255.32
2,1350.0,Tragad,Furnished,Ready To Move,5850000.0,4333.33
2,1500.0,New Naroda,Semi-Furnished,Ready To Move,5850000.0,3900.0
2,1000.0,Shela,Semi-Furnished,Ready To Move,6500000.0,6500.0
3,1700.0,Bopal,Furnished,Under Construction,8000000.0,4705.88
3,1701.0,Bopal,Furnished,Under Construction,7500000.0,4409.17
3,1475.0,Shela,Semi-Furnished,Ready To Move,8500000.0,5762.71
3,1845.0,Bopal,Semi-Furnished,Ready To Move,8000000.0,4336.04
2,1118.0,Bopal,Semi-Furnished,Ready To Move,6000000.0,5366.73
2,930.0,Bopal,Semi-Furnished,Ready To Move,5300000.0,5698.92
2,765.0,Satellite,Furnished,Ready To Move,5500000.0,7189.54
3,1750.0,Shela,Unfurnished,Under Construction,7500000.0,4285.71
2,1188.0,Chandkheda,Furnished,Ready To Move,6000000.0,5050.51
2,1215.0,Paldi,Furnished,Ready To Move,7500000.0,6172.84
3,1665.0,Gota,Semi-Furnished,Ready To Move,9500000.0,5705.71
2,810.0,Ranip,Furnished,Ready To Move,6850000.0,8456.79
3,1422.0,Naroda,Furnished,Ready To Move,5800000.0,4078.76
2,1242.0,Zundal,Furnished,Ready To Move,6700000.0,5394.52
3,1610.0,Shela,Furnished,Under Construction,6900000.0,4285.71
3,850.0,Shilaj,Furnished,Ready To Move,8500000.0,10000.0
2,869.0,Gota,Unfurnished,Ready To Move,6000000.0,6904.49
3,826.0,Vaishnodevi,Furnished,Ready To Move,10100000.0,12227.6
3,830.0,Shela,Furnished,Ready To Move,7100000.0,8554.22
2,1215.0,Bopal,Semi-Furnished,Ready To Move,5500000.0,4526.75
3,1200.0,Ranip,Semi-Furnished,Ready To Move,6800000.0,5666.67
2,896.0,Bopal,Furnished,Ready To Move,5900000.0,6584.82
3,1100.0,Gota,Semi-Furnished,Ready To Move,9500000.0,8636.36
2,1251.0,Naranpura,Furnished,Ready To Move,7700000.0,6155.08
5,1350.0,Maninagar,Semi-Furnished,Ready To Move,7000000.0,5185.19
3,1000.0,Naranpura,Unfurnished,Ready To Move,6600000.0,6600.0
3,1750.0,Vastral,Furnished,Ready To Move,7500000.0,4285.71
2,1215.0,Gota,Semi-Furnished,Ready To Move,7000000.0,5761.32
2,999.0,Chanakyapuri,Semi-Furnished,Ready To Move,6000000.0,6006.01
2,623.0,Vasna,Furnished,Ready To Move,6500000.0,10433.39
3,1500.0,Shilaj,Semi-Furnished,Ready To Move,9000000.0,6000.0
2,1125.0,Bopal,Furnished,Ready To Move,5600000.0,4977.78
3,1602.0,Bopal,Unfurnished,Under Construction,7500000.0,4681.65
3,1560.0,Gota,Semi-Furnished,Ready To Move,7500000.0,4807.69
2,1287.0,Ranip,Furnished,Ready To Move,6000000.0,4662.0
2,840.0,Vaishnodevi,Semi-Furnished,Ready To Move,9000000.0,10714.29
2,950.0,Bopal,Furnished,Ready To Move,6100000.0,6421.05
2,559.0,Chandkheda,Furnished,Ready To Move,5700000.0,10196.78
2,1008.0,Maninagar,Furnished,Ready To Move,5500000.0,5456.35
2,900.0,Paldi,Furnished,Ready To Move,5500000.0,6111.11
3,1104.0,Jagatpur,Furnished,Ready To Move,11000000.0,9963.77
2,1170.0,Thaltej,Furnished,Ready To Move,7500000.0,6410.26
2,945.0,Bopal,Furnished,Ready To Move,7700000.0,8148.15
2,621.0,Vaishnodevi,Furnished,Ready To Move,6200000.0,9983.9
2,1350.0,Sg Highway,Semi-Furnished,Ready To Move,6500000.0,4814.81
3,1710.0,Gota,Furnished,Ready To Move,7500000.0,4385.96
2,1125.0,Maninagar,Semi-Furnished,Ready To Move,5100000.0,4533.33
1,645.0,Prahlad Nagar,Furnished,Ready To Move,8500000.0,13178.29
2,750.0,Thaltej,Semi-Furnished,Ready To Move,7500000.0,10000.0
3,963.0,Tragad,Furnished,Ready To Move,10000000.0,10384.22
2,713.0,Khokhra,Furnished,Ready To Move,6250000.0,8765.78
2,580.0,Khodiyar,Furnished,Ready To Move,6000000.0,10344.83
2,675.0,Shela,Furnished,Ready To Move,6100000.0,9037.04
2,2484.0,Ognaj,Furnished,Ready To Move,7970000.0,3208.53
2,720.0,Navrangpura,Furnished,Ready To Move,7600000.0,10555.56
3,1220.0,Bhadaj,Furnished,Ready To Move,9100000.0,7459.02
2,710.42,Shilaj,Furnished,Ready To Move,6300000.0,8868.03
2,1315.0,Motera,Semi-Furnished,Ready To Move,7300000.0,5551.33
3,1440.0,Bopal,Furnished,Ready To Move,7000000.0,4861.11
3,765.0,Bopal,Semi-Furnished,Ready To Move,6500000.0,8496.73
3,1876.0,Bopal,Furnished,Ready To Move,9500000.0,5063.97
3,1440.0,Bopal,Semi-Furnished,Ready To Move,6800000.0,4722.22
3,830.0,Bopal,Furnished,Ready To Move,7700000.0,9277.11
2,1000.0,Bopal,Semi-Furnished,Ready To Move,6000000.0,6000.0
3,840.0,Chandkheda,Furnished,Ready To Move,7300000.0,8690.48
3,789.0,Shela,Semi-Furnished,Ready To Move,8000000.0,10139.42
3,1000.0,Gota,Furnished,Ready To Move,7000000.0,7000.0
3,1470.0,Shela,Furnished,Ready To Move,9000000.0,6122.45
3,1485.0,Ranip,Furnished,Ready To Move,8500000.0,5723.91
2,1215.0,Naroda,Furnished,Ready To Move,6000000.0,4938.27
3,1500.0,Bopal,Semi-Furnished,Ready To Move,7700000.0,5133.33
3,1087.0,Thaltej,Furnished,Ready To Move,6500000.0,5979.76
3,1500.0,Bopal,Furnished,Ready To Move,10000000.0,6666.67
2,1080.0,Sanand,Furnished,Ready To Move,5600000.0,5185.19
3,875.0,Motera,Furnished,Ready To Move,10000000.0,11428.57
2,850.0,Satellite,Semi-Furnished,Ready To Move,5500000.0,6470.59
3,1485.0,Gota,Furnished,Ready To Move,6300000.0,4242.42
3,1950.0,Bopal,Furnished,Under Construction,8630000.0,4425.64
3,2115.0,Nikol,Furnished,Ready To Move,7500000.0,3546.1
2,900.0,Vaishnodevi,Semi-Furnished,Ready To Move,7300000.0,8111.11
2,1053.0,Bopal,Furnished,Ready To Move,5200000.0,4938.27
3,1394.0,Sarkhej,Semi-Furnished,Ready To Move,5700000.0,4088.95
2,542.0,Tragad,Semi-Furnished,Ready To Move,5250000.0,9686.35
3,1800.0,Chandkheda,Furnished,Ready To Move,11000000.0,6111.11
3,1485.0,Bopal,Semi-Furnished,Ready To Move,6800000.0,4579.12
3,1517.0,Bopal,Furnished,Under Construction,7500000.0,4943.97
3,1799.0,Chandkheda,Furnished,Ready To Move,5800000.0,3224.01
2,1300.0,Sg Highway,Semi-Furnished,Ready To Move,6000000.0,4615.38
2,700.0,Chandkheda,Furnished,Ready To Move,5300000.0,7571.43
3,800.0,Shela,Furnished,Under Construction,6800000.0,8500.0
3,1890.0,Chharodi,Furnished,Under Construction,8400000.0,4444.44
2,1135.0,Ambawadi,Furnished,Ready To Move,6500000.0,5726.87
3,1540.0,Shilaj,Unfurnished,Under Construction,7500000.0,4870.13
3,968.0,Bopal,Furnished,Under Construction,6830000.0,7055.79
3,2376.0,Nikol,Furnished,Ready To Move,9500000.0,3998.32
3,1700.0,Motera,Furnished,Ready To Move,8000000.0,4705.88
3,1000.0,Tragad,Furnished,Ready To Move,7000000.0,7000.0
3,1800.0,Shela,Furnished,Under Construction,7250000.0,4027.78
3,1746.0,Gota,Furnished,Ready To Move,9500000.0,5441.01
2,750.0,Vasna,Furnished,Under Construction,8000000.0,10666.67
3,1700.0,Bopal,Semi-Furnished,Ready To Move,9800000.0,5764.71
3,1510.0,Shela,Furnished,Ready To Move,7500000.0,4966.89
3,900.0,Vaishnodevi,Furnished,Ready To Move,9200000.0,10222.22
2,945.0,Ghatlodiya,Furnished,Ready To Move,5400000.0,5714.29
2,1368.0,Chandkheda,Semi-Furnished,Ready To Move,7400000.0,5409.36
3,860.0,Shantipura,Furnished,Ready To Move,6300000.0,7325.58
2,1504.0,Memnagar,Furnished,Ready To Move,9000000.0,5984.04
2,1278.0,Zundal,Furnished,Ready To Move,5800000.0,4538.34
2,1118.0,Bopal,Semi-Furnished,Ready To Move,6200000.0,5545.62
3,1017.0,Vaishnodevi,Furnished,Ready To Move,7500000.0,7374.63
3,1076.0,Bopal,Semi-Furnished,Ready To Move,7450000.0,6923.79
3,1665.0,Chandlodiya,Furnished,Ready To Move,8000000.0,4804.8
3,911.0,Shilaj,Furnished,Ready To Move,10000000.0,10976.95
3,1600.0,Sola,Furnished,Ready To Move,9700000.0,6062.5
3,850.0,Bopal,Semi-Furnished,Ready To Move,8500000.0,10000.0
2,1400.0,Bopal,Semi-Furnished,Ready To Move,7500000.0,5357.14
2,900.0,Motera,Furnished,Ready To Move,5200000.0,5777.78
3,1089.0,Motera,Furnished,Ready To Move,8500000.0,7805.33
3,938.0,Shela,Furnished,Under Construction,8200000.0,8742.0
3,1590.0,Sardar Patel Ring,Semi-Furnished,Ready To Move,5800000.0,3647.8
2,1147.0,Sg Highway,Furnished,Ready To Move,9500000.0,8282.48
3,2025.0,Ranip,Semi-Furnished,Ready To Move,10500000.0,5185.19
3,735.0,Shela,Furnished,Ready To Move,6000000.0,8163.27
2,1400.0,Chandkheda,Furnished,Ready To Move,5800000.0,4142.86
3,853.0,Shilaj,Furnished,Ready To Move,6800000.0,7971.86
3,1250.0,Shela,Furnished,Ready To Move,6000000.0,4800.0
2,1332.0,Sg Highway,Furnished,Ready To Move,7300000.0,5480.48
2,1000.0,Satellite,Furnished,Ready To Move,6300000.0,6300.0
2,1280.0,Shilaj,Furnished,Ready To Move,6200000.0,4843.75
3,1485.0,Bopal,Furnished,Ready To Move,6800000.0,4579.12
2,760.0,Gota,Furnished,Ready To Move,5800000.0,7631.58
2,1008.0,Ghodasar,Furnished,Ready To Move,6150000.0,6101.19
2,1250.0,Navrangpura,Semi-Furnished,Ready To Move,6000000.0,4800.0
3,1575.0,Nikol,Semi-Furnished,Ready To Move,5850000.0,3714.29
2,855.0,Sg Highway,Furnished,Ready To Move,5950000.0,6959.06
3,963.0,Bopal,Furnished,Under Construction,8000000.0,8307.37
2,1100.0,Shahibag,Furnished,Ready To Move,7900000.0,7181.82
3,1407.0,Vaishnodevi,Furnished,Ready To Move,10000000.0,7107.32
3,810.0,Shilaj,Semi-Furnished,Ready To Move,7800000.0,9629.63
2,1188.0,Chandkheda,Furnished,Ready To Move,5100000.0,4292.93
3,1800.0,Jodhpur,Furnished,Ready To Move,10000000.0,5555.56
2,1458.0,Naroda,Furnished,Ready To Move,6000000.0,4115.23
2,1125.0,Shela,Semi-Furnished,Ready To Move,5500000.0,4888.89
2,1080.0,Maninagar,Semi-Furnished,Ready To Move,8000000.0,7407.41
3,1450.0,Bopal,Unfurnished,Under Construction,7000000.0,4827.59
2,1125.0,Paldi,Furnished,Ready To Move,6300000.0,5600.0
3,1620.0,Nana Chiloda,Furnished,Ready To Move,6000000.0,3703.7
3,1611.0,Shilaj,Furnished,Ready To Move,8500000.0,5276.23
3,837.0,Ghatlodiya,Furnished,Ready To Move,6500000.0,7765.83
2,1425.0,Vaishnodevi,Unfurnished,Ready To Move,6900000.0,4842.11
3,1845.0,Zundal,Furnished,Ready To Move,7000000.0,3794.04
2,1105.0,Khokhra,Furnished,Ready To Move,6500000.0,5882.35
3,1232.0,Navrangpura,Furnished,Ready To Move,8500000.0,6899.35
3,848.0,Shilaj,Unfurnished,Under Construction,8500000.0,10023.58
2,780.0,Motera,Furnished,Ready To Move,7000000.0,8974.36
2,729.0,Sola,Furnished,Ready To Move,9800000.0,13443.07
2,1076.0,Gota,Furnished,Ready To Move,6000000.0,5576.21
2,1170.0,Chandkheda,Semi-Furnished,Ready To Move,5600000.0,4786.32
3,815.0,Shela,Semi-Furnished,Ready To Move,7350000.0,9018.4
3,1755.0,Vaishnodevi,Furnished,Ready To Move,8500000.0,4843.3
2,648.0,Shela,Furnished,Under Construction,5500000.0,8487.65
3,1500.0,Shela,Semi-Furnished,Ready To Move,7450000.0,4966.67
2,1305.0,Sg Highway,Furnished,Ready To Move,6500000.0,4980.84
3,680.0,Nikol,Furnished,Ready To Move,6800000.0,10000.0
3,1890.0,Chandkheda,Furnished,Ready To Move,8800000.0,4656.08
3,1880.0,Bopal,Furnished,Ready To Move,7800000.0,4148.94
3,1980.0,Nikol,Furnished,Ready To Move,8500000.0,4292.93
3,1500.0,Bopal,Furnished,Ready To Move,7000000.0,4666.67
2,1285.0,Bopal,Furnished,Ready To Move,5500000.0,4280.16
2,1005.0,Satellite,Furnished,Ready To Move,6500000.0,6467.66
2,1285.0,Shilaj,Semi-Furnished,Ready To Move,5500000.0,4280.16
2,620.0,Shilaj,Furnished,Ready To Move,5600000.0,9032.26
3,1584.0,Vastral,Furnished,Ready To Move,6000000.0,3787.88
2,1035.0,Maninagar,Semi-Furnished,Ready To Move,7000000.0,6763.29
3,1505.0,Shela,Furnished,Ready To Move,6800000.0,4518.27
2,648.0,Chandkheda,Semi-Furnished,Ready To Move,7500000.0,11574.07
2,1160.0,Paldi,Furnished,Ready To Move,7500000.0,6465.52
2,990.0,Nava Vadaj,Semi-Furnished,Ready To Move,5500000.0,5555.56
3,1350.0,Bodakdev,Unfurnished,Under Construction,7000000.0,5185.19
3,1710.0,Ranip,Semi-Furnished,Ready To Move,6200000.0,3625.73
3,1500.0,Chandkheda,Semi-Furnished,Ready To Move,5200000.0,3466.67
2,1305.0,Zundal,Semi-Furnished,Ready To Move,5700000.0,4367.82
2,633.0,Chandkheda,Furnished,Ready To Move,5450000.0,8609.79
3,933.0,Jagatpur,Furnished,Ready To Move,7200000.0,7717.04
3,1350.0,Kathwada,Furnished,Ready To Move,5500000.0,4074.07
3,1470.0,Shela,Furnished,Under Construction,7200000.0,4897.96
2,1365.0,Makarba,Furnished,Ready To Move,7500000.0,5494.51
3,700.0,Motera,Furnished,Under Construction,8000000.0,11428.57
2,1215.0,Bopal,Semi-Furnished,Ready To Move,6200000.0,5102.88
3,1440.0,Bopal,Semi-Furnished,Ready To Move,8000000.0,5555.56
2,1179.0,Vaishnodevi,Furnished,Ready To Move,9000000.0,7633.59
2,900.0,Vaishnodevi,Semi-Furnished,Ready To Move,6500000.0,7222.22
2,950.0,Navrangpura,Furnished,Ready To Move,7000000.0,7368.42
3,1200.0,Ghatlodiya,Furnished,Ready To Move,7500000.0,6250.0
2,690.0,Vaishnodevi,Furnished,Under Construction,6600000.0,9565.22
3,1188.0,Memnagar,Furnished,Ready To Move,7200000.0,6060.61
2,1179.0,Gota,Furnished,Ready To Move,6500000.0,5513.15
3,1435.0,Bopal,Furnished,Ready To Move,8500000.0,5923.34
2,1224.0,Tragad,Furnished,Ready To Move,6300000.0,5147.06
3,1700.0,Bopal,Furnished,Ready To Move,7000000.0,4117.65
3,1436.0,Shela,Furnished,Ready To Move,7200000.0,5013.93
2,684.0,Bopal,Furnished,Under Construction,5500000.0,8040.94
2,1240.0,Ranip,Furnished,Ready To Move,5850000.0,4717.74
2,1140.0,Bopal,Furnished,Ready To Move,9000000.0,7894.74
3,1550.0,Shilaj,Furnished,Under Construction,8900000.0,5741.94
3,1750.0,Shela,Furnished,Ready To Move,7600000.0,4342.86
2,827.0,Chandkheda,Furnished,Ready To Move,7000000.0,8464.33
3,1116.0,Gota,Furnished,Ready To Move,11000000.0,9856.63
2,700.0,Paldi,Furnished,Ready To Move,7500000.0,10714.29
3,1978.0,New Naroda,Furnished,Ready To Move,9000000.0,4550.05
2,783.0,Motera,Furnished,Ready To Move,6500000.0,8301.4
2,660.0,Chandkheda,Furnished,Ready To Move,5450000.0,8257.58
2,697.0,Vaishnodevi,Furnished,Under Construction,7100000.0,10186.51
3,927.0,Shela,Furnished,Under Construction,7500000.0,8090.61
3,1376.0,Bopal,Semi-Furnished,Ready To Move,6800000.0,4941.86
2,700.0,Sarkhej,Furnished,Ready To Move,6800000.0,9714.29
3,1250.0,Satellite,Furnished,Ready To Move,9100000.0,7280.0
2,850.0,Bodakdev,Furnished,Ready To Move,7500000.0,8823.53
2,1200.0,Gota,Semi-Furnished,Ready To Move,6000000.0,5000.0
2,1286.0,Sardar Patel Ring,Furnished,Ready To Move,6000000.0,4665.63
3,1755.0,Bopal,Semi-Furnished,Ready To Move,10000000.0,5698.01
2,637.0,Sarkhej,Furnished,Ready To Move,5330000.0,8367.35
2,1069.0,Shela,Furnished,Ready To Move,5200000.0,4864.36
2,1150.0,Bopal,Unfurnished,Ready To Move,6000000.0,5217.39
3,1350.0,Nana Chiloda,Furnished,Ready To Move,7500000.0,5555.56
2,1440.0,Narolgam,Furnished,Ready To Move,5600000.0,3888.89
3,1440.0,Bopal,Furnished,Ready To Move,6700000.0,4652.78
3,1557.0,Vaishnodevi,Semi-Furnished,Ready To Move,8000000.0,5138.09
3,1080.0,Vastral,Semi-Furnished,Ready To Move,7200000.0,6666.67
1,640.0,Jagatpur,Furnished,Ready To Move,5500000.0,8593.75
2,900.0,New Naroda,Furnished,Ready To Move,5000000.0,5555.56
2,1800.0,New Cg,Furnished,Ready To Move,5400000.0,3000.0
2,1269.0,Khodiyar,Furnished,Ready To Move,5700000.0,4491.73
2,1215.0,Bopal,Semi-Furnished,Ready To Move,5600000.0,4609.05
3,1305.0,Ranip,Semi-Furnished,Ready To Move,6500000.0,4980.84
3,1395.0,Motera,Furnished,Ready To Move,7500000.0,5376.34
2,800.0,New Naroda,Semi-Furnished,Ready To Move,5200000.0,6500.0
3,2395.0,Thaltej,Furnished,Under Construction,10700000.0,4467.64
3,1710.0,Motera,Furnished,Ready To Move,9000000.0,5263.16
2,774.0,Chandlodiya,Furnished,Ready To Move,5600000.0,7235.14
3,1615.0,Shela,Furnished,Ready To Move,5650000.0,3498.45
2,750.0,Bopal,Semi-Furnished,Ready To Move,5600000.0,7466.67
3,1880.0,Bopal,Furnished,Ready To Move,9200000.0,4893.62
2,1098.0,Chandkheda,Semi-Furnished,Ready To Move,5400000.0,4918.03
2,645.83,Nikol,Furnished,Ready To Move,6000000.0,9290.31
2,675.0,Vasna,Furnished,Ready To Move,6000000.0,8888.89
2,1262.0,Sg Highway,Furnished,Ready To Move,7500000.0,5942.95
3,1485.0,Bopal,Furnished,Ready To Move,7000000.0,4713.8
3,1495.0,Naranpura,Semi-Furnished,Ready To Move,9500000.0,6354.52
2,750.0,Shilaj,Furnished,Ready To Move,7000000.0,9333.33
3,1705.0,Naroda,Furnished,Ready To Move,8500000.0,4985.34
3,1560.0,Makarba,Semi-Furnished,Ready To Move,8500000.0,5448.72
2,1080.0,Sg Highway,Semi-Furnished,Ready To Move,7000000.0,6481.48
2,855.0,Chandkheda,Furnished,Ready To Move,6000000.0,7017.54
3,1485.0,Bopal,Furnished,Ready To Move,6700000.0,4511.78
2,632.0,Ranip,Furnished,Ready To Move,5200000.0,8227.85
3,1004.0,Bopal,Furnished,Ready To Move,8400000.0,8366.53
2,1400.0,Zundal,Unfurnished,Under Construction,5580000.0,3985.71
3,1700.0,Zundal,Furnished,Ready To Move,7200000.0,4235.29
2,824.0,Sardar Patel Ring,Furnished,Ready To Move,5400000.0,6553.4
2,1195.0,Bopal,Furnished,Ready To Move,5800000.0,4853.56
2,1000.0,Chandkheda,Furnished,Ready To Move,5100000.0,5100.0
2,1210.0,Shela,Furnished,Ready To Move,5900000.0,4876.03
3,800.0,Vaishnodevi,Furnished,Ready To Move,8500000.0,10625.0
3,1190.0,Gota,Furnished,Ready To Move,7000000.0,5882.35
2,880.0,Bopal,Semi-Furnished,Ready To Move,5800000.0,6590.91
2,1359.0,Memnagar,Furnished,Ready To Move,8000000.0,5886.68
3,1782.0,Motera,Semi-Furnished,Ready To Move,8600000.0,4826.04
3,1320.0,Vastrapur,Semi-Furnished,Ready To Move,7600000.0,5757.58
2,1064.0,Makarba,Furnished,Ready To Move,6400000.0,6015.04
3,1000.0,Chandlodiya,Furnished,Ready To Move,8200000.0,8200.0
2,990.0,Maninagar,Furnished,Ready To Move,5500000.0,5555.56
2,1151.74,Tragad,Furnished,Ready To Move,6100000.0,5296.35
3,810.0,Shela,Furnished,Ready To Move,7000000.0,8641.98
2,1228.0,Shela,Furnished,Ready To Move,5900000.0,4804.56
3,1350.0,Thaltej,Semi-Furnished,Ready To Move,6500000.0,4814.81
2,1125.0,Vastrapur,Semi-Furnished,Ready To Move,6500000.0,5777.78
2,676.0,Jagatpur,Furnished,Ready To Move,5800000.0,8579.88
2,1170.0,Vasna,Furnished,Ready To Move,7500000.0,6410.26
3,1935.0,New Cg,Furnished,Ready To Move,8200000.0,4237.73
3,1197.0,Jagatpur,Furnished,Ready To Move,10500000.0,8771.93
3,1575.0,Zundal,Furnished,Ready To Move,6000000.0,3809.52
2,1125.0,Maninagar,Semi-Furnished,Ready To Move,5300000.0,4711.11
3,1890.0,Tragad,Furnished,Under Construction,6900000.0,3650.79
3,1655.0,Shela,Furnished,Ready To Move,7700000.0,4652.57
3,1440.0,Paldi,Semi-Furnished,Ready To Move,9500000.0,6597.22
2,1188.0,Chandlodiya,Furnished,Ready To Move,5500000.0,4629.63
2,527.0,Sg Highway,Furnished,Ready To Move,5500000.0,10436.43
